Company,Professional_Fees_Billed,Direct_Consultant_Salaries,Contribution_Margin,Corporate_Overheads,Net_Income,ROI_Metric
CMS Info Systems,2264.68,332.1,1932.58,1333.11,347.14,26.19
Ascensive Educa.,20.9,3.12,17.779999999999998,15.239999999999998,1.32,22.25
Wonder Electric.,569.99,27.66,542.33,517.7,10.16,15.91
Alkosign,35.69,4.92,30.769999999999996,26.259999999999998,0.78,7.19
Adani Wilmar,51261.63,421.59,50840.04,49704.79,147.98,9.7
Quality RO Indu.,13.22,0.15,13.07,10.52,1.56,20.58
Maruti Interior,37.71,3.55,34.160000000000004,28.460000000000004,3.43,16.49
Eureka Forbes,2189.23,327.83,1861.4,1669.5300000000002,91.57,3.48
Gateway Distri,1496.94,73.12,1423.8200000000002,1070.3500000000001,245.36,12.53
GMR Urban,4488.98,150.8,4338.179999999999,3432.609999999999,-127.47,11.56
Avro India,93.37,1.82,91.55000000000001,85.75000000000001,4.04,17.35
Veranda Learning,361.73,81.83,279.90000000000003,225.91000000000003,-76.11,-0.4
Shashwat Furnis.,3.06,0.33,2.73,3.25,-0.92,-13.64
Global Longlife,13.51,3.34,10.17,10.48,-2.19,-2.04
Campus Activewe.,1448.29,101.5,1346.79,1135.99,89.44,16.69
Rainbow Child.,1296.9,176.17,1120.73,691.84,218.29,19.31
Life Insurance,846656.19,39624.76,807031.4299999999,779012.1199999999,40884.77,66.35
Prudent Corp.,805.09,92.85,712.24,519.1,138.75,43.27
Delhivery,8141.54,1436.77,6704.77,6578.13,-249.19,-1.31
Paradeep Phosph.,11575.12,229.79,11345.33,10697.31,99.91,6.44
Goel Food,23.65,1.54,22.11,12.32,5.0,18.94
Modi's Navnirman,56.85,0.56,56.29,48.239999999999995,6.69,22.9
Sailani Tours N,23.46,0.93,22.53,21.740000000000002,0.3,6.01
Kesar India,52.63,2.18,50.45,36.47,10.07,66.6
B-Right Real,40.9,0.43,40.47,30.65,5.32,5.55
Jayant Infratech,89.3,0.85,88.45,81.36,4.87,21.85
Syrma SGS Tech.,3153.84,142.59,3011.25,2812.73,124.34,9.74
Dreamfolks Servi,1135.01,28.49,1106.52,1012.52,68.63,46.02
Dhampur Bio,1864.44,97.61,1766.8300000000002,1626.8600000000001,46.49,5.02
EP Biocomposites,11.44,2.09,9.35,7.949999999999999,1.15,16.51
T N Merc. Bank,4847.91,685.91,4162.0,716.3400000000001,1072.03,7.41
Virtuoso Optoel.,531.08,12.45,518.63,467.23,10.13,18.89
Shantidoot Infra,10.0,0.43,9.57,7.65,1.24,35.34
Silicon Rental,63.25,2.97,60.28,21.39,12.9,33.67
Cargotrans Marit,61.7,3.61,58.09,55.64,1.78,21.34
Concord Control,65.52,5.51,60.01,42.83,13.04,74.16
Insolation Ener,737.17,15.69,721.4799999999999,641.4499999999999,55.47,63.82
Cargosol Logist.,113.55,7.06,106.49,105.14999999999999,-4.27,-5.53
Steelman Telecom,219.75,63.14,156.61,149.43,-12.04,-9.35
Vedant Asset,2.54,1.04,1.5,1.67,0.24,6.17
Maagh Advertisin,48.55,0.56,47.989999999999995,43.8,2.49,22.78
SecUR Credential,38.25,6.95,31.3,24.21,4.81,21.17
Narmada Agrobase,49.74,1.43,48.31,45.79,1.02,8.79
Hindprakash Indu,99.5,1.81,97.69,93.78999999999999,1.53,7.02
DCX Systems,1423.4,12.06,1411.3400000000001,1341.2700000000002,68.1,9.25
DAPS Advertising,20.36,1.4,18.96,18.21,1.09,9.93
Fusion Microfin.,2316.73,431.22,1885.51,518.0999999999999,505.29,14.14
Bikaji Foods,2294.71,108.52,2186.19,1792.3700000000001,269.73,29.6
Global Health,3275.11,734.86,2540.25,1741.17,478.06,19.32
Anzen IYEP Trust,250.67,1.94,248.73,27.349999999999994,-29.73,1.65
Technopack Poly.,12.76,0.39,12.37,8.59,1.13,10.67
Five-Star Bus.Fi,2182.85,428.59,1754.26,157.5,835.92,15.77
Kaynes Tech,1804.62,102.76,1701.86,1447.6999999999998,183.29,14.52
Inox Green,224.26,33.96,190.29999999999998,115.43999999999998,27.67,3.62
B&B Triplewall,374.52,25.22,349.29999999999995,309.36999999999995,19.2,12.03
Keystone Realtor,2222.25,97.79,2124.46,2014.92,111.03,6.58
Ambo Agritec,101.84,2.03,99.81,96.26,1.37,
Sarveshwar Foods,869.59,4.84,864.75,809.53,16.78,11.42
Uniparts India,1139.54,245.76,893.78,692.4,124.69,18.15
Sula Vineyards,548.12,83.15,464.97,297.48,94.69,18.64
Abans Holdings,1378.34,38.38,1339.9599999999998,1189.9999999999998,89.24,9.2
Droneacharya Aer,35.25,5.34,29.91,19.630000000000003,6.08,
Indiabulls Enter,55.53,8.59,46.94,51.26,-25.24,-4.95
KFin Technolog.,837.53,319.66,517.8699999999999,153.6799999999999,246.05,30.26
Elin Electronics,1041.72,147.97,893.75,853.21,13.87,5.12
Radiant Cash,384.54,73.09,311.45000000000005,248.06000000000006,45.44,23.12
Aveer Foods,96.4,9.75,86.65,80.97,1.25,10.27
Sah Polymers,108.97,7.67,101.3,96.28,0.93,4.31
Rex Sealing,30.61,3.93,26.68,22.34,2.45,28.55
SVS Ventures,1.43,0.1,1.3299999999999998,1.21,0.08,0.39
Dharni Capital,8.2,0.91,7.289999999999999,4.289999999999999,2.92,27.61
Transvoy Logist.,28.32,1.54,26.78,25.380000000000003,0.17,8.01
Ashika Credit,18.38,2.85,15.53,2.1799999999999997,10.7,17.92
Indong Tea Co,21.32,13.73,7.59,8.69,-1.36,-0.63
Sealmatic India,71.02,13.32,57.699999999999996,43.989999999999995,9.85,16.62
S. V. J. Enterp.,5.8,0.2,5.6,4.55,0.74,6.25
Resgen,45.5,0.35,45.15,30.0,6.57,18.85
ITCONS E-Soluti.,28.5,22.02,6.48,3.3200000000000003,1.91,23.81
Global Surfaces,225.29,15.41,209.88,174.92,19.78,6.58
Bright Outdoor,106.68,3.35,103.33000000000001,80.68,16.04,16.66
Command Polymers,10.99,0.32,10.67,11.47,-2.02,-5.99
Dev Labtech,43.22,1.73,41.49,38.620000000000005,1.34,9.75
J A Finance,3.06,0.6,2.46,0.25,1.01,8.18
Udayshivakumar,577.15,12.01,565.14,523.2,30.13,22.95
Exhicon Events,88.46,3.35,85.11,65.65,14.23,97.2
Avalon Tech,867.17,184.99,682.18,619.6999999999999,27.99,6.51
BEML Land Assets,0.0,0.45,-0.45,2.65,-3.72,
Retina Paints,11.66,3.08,8.58,12.23,0.74,10.26
Innokaiz India,77.63,3.37,74.25999999999999,70.28999999999999,2.1,
AVG Logistics,479.76,16.92,462.84,379.01,32.72,14.62
Atal Realtech,40.83,2.04,38.79,33.62,2.14,10.35
Power & Instrum.,97.49,3.51,93.97999999999999,83.01999999999998,5.89,17.06
Nexus Select,1941.24,79.64,1861.6,552.5799999999999,598.55,
Swati Projects,1.47,0.27,1.2,0.38,0.55,5.53
Hemant Surgical,105.61,7.6,98.01,87.54,9.8,44.76
M K Proteins,245.57,2.79,242.78,226.17000000000002,11.21,18.79
CFF Fluid,106.86,4.14,102.72,71.97,17.09,37.27
Comrade Applian.,28.99,2.55,26.439999999999998,23.019999999999996,0.53,12.02
IKIO Lighting,437.95,50.19,387.76,295.03999999999996,60.57,21.64
Asian Warehous.,1.63,0.2,1.43,0.28,0.15,2.95
HMA Agro Inds.,4813.29,144.04,4669.25,4536.4,100.59,14.2
Ideaforge Tech,317.02,52.52,264.5,205.57,47.85,12.36
Cyient DLM,1191.87,117.38,1074.4899999999998,963.4799999999998,61.2,14.08
Machhar Industri,16.93,2.31,14.62,13.54,0.58,6.06
Senco Gold,5229.66,108.39,5121.2699999999995,4739.91,188.75,13.35
Alphalogic Indu,47.54,0.89,46.65,43.92,2.35,42.16
Kaka Industries,170.22,9.86,160.36,139.12,13.0,33.15
Jio Financial,1853.88,116.04,1737.8400000000001,179.48000000000025,1604.55,1.55
Utkarsh Small F.,3178.41,736.95,2441.46,889.8600000000001,497.63,10.81
Asarfi Hospital,84.4,14.13,70.27000000000001,54.22000000000001,4.16,
Yatharth Hospit.,670.55,117.02,553.53,373.59,114.48,23.59
Innovatus Enter.,19.93,0.19,19.74,18.669999999999998,0.64,14.49
Allcargo Termi,732.98,63.56,669.4200000000001,552.09,44.7,12.27
TransIndia Real,96.82,9.47,87.35,33.279999999999994,250.46,5.22
SBFC Finance,1018.97,217.8,801.1700000000001,119.87000000000012,237.02,10.93
TVS Supply,9199.98,2243.25,6956.73,6266.099999999999,-90.49,4.75
Pyramid Technopl,532.42,21.34,511.08,467.02,29.34,20.95
Shoora Designs,4.44,0.14,4.300000000000001,4.2700000000000005,-0.04,1.26
Bondada Engineer,800.72,19.32,781.4,712.92,46.31,42.32
Vishnu Prakash R,1473.87,38.38,1435.4899999999998,1225.6,122.19,24.68
Rishabh Instrum.,689.75,199.35,490.4,419.26,39.89,9.71
Kahan Packaging,24.7,0.31,24.39,22.1,1.0,21.12
Jupiter Life Lin,910.63,158.61,752.02,528.65,151.95,22.16
R R Kabel,6594.57,316.87,6277.7,5815.99,297.02,19.96
EMS,793.31,26.09,767.2199999999999,563.3799999999999,152.66,30.3
South West Pinn.,133.33,24.63,108.70000000000002,84.13000000000002,7.08,9.12
Nuvama Wealth,3150.99,890.96,2260.0299999999997,700.7399999999998,624.84,16.54
SignatureGlobal,1240.55,117.02,1123.53,1151.28,16.32,1.6
Techknowgreen,23.45,3.97,19.48,10.55,6.11,94.69
Yatra Online,422.32,128.6,293.72,279.0,-4.51,3.56
JSW Infrast,3762.89,284.64,3478.25,1513.69,1160.69,16.61
Manoj Vaibhav,2149.67,46.29,2103.38,1953.16,80.93,16.33
Updater Services,2444.36,1817.18,627.1800000000001,396.2700000000001,66.27,25.66
Organic Recyclin,27.49,3.67,23.82,13.49,7.77,8.36
Sunita Tools Ltd,26.09,2.5,23.59,15.95,4.85,27.03
Plaza Wires,198.81,12.07,186.74,176.82000000000002,3.68,7.54
IRM Energy,890.52,12.39,878.13,729.28,85.67,15.65
Max Estates,92.94,12.28,80.66,62.89,-55.12,0.87
Vrundavan Planta,18.83,0.36,18.47,16.599999999999998,1.69,
KK Shah Hospital,6.88,1.71,5.17,4.57,0.61,13.92
ESAF Small Fin,3818.43,362.97,3455.46,1878.14,425.57,10.23
Kalyani Cast-Tec,94.48,2.91,91.57000000000001,78.07000000000001,9.6,75.54
Arrowhead Sepera,24.76,3.18,21.580000000000002,18.150000000000002,2.04,33.43
Fedbank Financi.,1577.21,317.82,1259.39,260.19000000000005,244.7,10.48
Gandhar Oil Ref.,4113.21,56.74,4056.4700000000003,3777.7400000000002,165.32,21.7
Flair Writing,918.66,136.33,782.3299999999999,606.8899999999999,118.17,22.63
Swashthik,126.27,9.2,117.07,107.50999999999999,7.53,18.57
Deepak,50.4,2.9,47.5,39.019999999999996,6.63,52.11
Amic Forging,126.15,1.61,124.54,108.06,13.83,80.79
Bajel Projects,1169.21,79.86,1089.3500000000001,1078.94,4.29,10.28
INDIA SHELTE FIN,828.7,179.91,648.7900000000001,62.72000000000003,246.87,12.23
Doms Industries,1537.14,213.06,1324.0800000000002,1051.3700000000001,159.66,30.69
Inox India,1131.17,110.72,1020.45,768.62,196.0,43.06
Siyaram,412.99,2.97,410.02,392.96999999999997,7.52,14.85
Motisons Jewel,416.76,9.73,407.03,343.68999999999994,32.23,16.65
Suraj Estate,412.21,14.49,397.71999999999997,164.77999999999997,67.49,28.9
Muthoot Microfin,2270.18,448.66,1821.5199999999998,336.38999999999965,449.58,14.95
Sahara,13.43,1.32,12.11,10.83,0.78,11.25
Happy Forgings,1358.24,114.46,1243.78,856.24,242.99,22.7
RBZ Jewellers Lt,327.43,8.69,318.74,280.26,21.57,16.12
Azad Engineering,340.77,74.27,266.5,149.9,58.58,21.54
Aik Pipes & Poly,37.27,1.02,36.25,31.67,3.41,22.99
Shri Balaji,82.56,12.74,69.82000000000001,55.55000000000001,8.33,34.6
Jyoti CNC Auto.,1338.47,204.51,1133.96,833.03,150.86,21.25
Medi Assist Ser.,634.73,254.36,380.37,247.07,69.18,23.54
Qualitek Labs,29.18,6.05,23.13,15.079999999999998,4.31,20.2
Nova Agritech,252.47,22.68,229.79,185.47,28.31,21.79
Harshdeep,48.25,4.08,44.17,33.56,6.55,18600.0
Mayank Cattle Fo,290.3,3.29,287.01,277.65,3.03,16.77
Jasch Gauging,29.71,4.41,25.3,14.760000000000002,8.8,30.7
Signpost India,387.45,33.53,353.91999999999996,271.15,44.05,
Jana Small Finan,4013.05,975.91,3037.1400000000003,1245.9900000000002,669.54,8.61
Capital Small,794.33,124.58,669.75,140.44000000000005,111.53,7.57
Rudra Gas,63.77,11.81,51.96,43.54,4.73,31.17
GPT Healthcare,400.19,68.93,331.26,243.41,47.77,30.26
Exicom Tele-Sys.,866.25,65.47,800.78,686.41,66.43,24.69
Mukka Proteins,1379.83,29.33,1350.5,1245.03,74.3,18.9
R K Swamy,331.52,118.7,212.82,142.42,39.72,34.74
Bharat Hig.InvIT,120.69,0.05,120.64,83.86,14.81,
Koura Fine Diamo,36.98,0.38,36.599999999999994,36.06999999999999,0.38,17.45
Gopal Snacks,1402.49,102.25,1300.24,1131.83,99.57,32.0
Pune e,66.43,3.64,62.790000000000006,53.580000000000005,12.65,18.51
Shipping Land,17.22,0.6,16.619999999999997,42.54,47.49,1.72
Krystal Integrat,984.73,753.43,231.30000000000007,164.71000000000006,48.23,20.34
KP Green Engg.,349.05,6.49,342.56,291.31,35.39,103.93
Chatha Foods,133.8,12.55,121.25000000000001,109.07000000000002,6.17,29.09
Gconnect Logitec,4.01,0.34,3.67,3.21,0.24,42.86
SRM Contractors,342.42,14.42,328.0,286.37,26.97,28.05
Jay Kailash,11.52,0.52,11.0,9.83,0.7,20.44
Bharti Hexacom,7088.8,105.4,6983.400000000001,3622.2000000000007,504.4,14.3
Greenhitech,8.32,0.58,7.74,5.720000000000001,1.18,
Faalcon Concepts,18.51,1.21,17.3,13.870000000000001,2.03,60.42
JNK,480.24,51.86,428.38,329.03,62.65,46.3
Amkay Products,31.07,2.41,28.66,25.33,2.63,32.32
Sai Swami Metals,40.73,0.45,40.279999999999994,36.839999999999996,2.16,47.18
Storage Tech,88.87,7.41,81.46000000000001,69.56,5.81,
Indegene,2589.6,1651.6,938.0,432.6,336.7,29.02
TBO Tek,1392.82,277.34,1115.48,857.2,200.58,42.09
TGIF Agribusines,1.53,0.0,1.53,0.89,0.67,
Aadhar Hsg. Fin.,2586.81,403.48,2183.33,216.24,749.64,11.36
Go Digit General,8147.32,270.21,7877.11,8163.49,181.68,5.85
AWFIS Space,848.82,135.61,713.21,467.7900000000001,-17.57,8.16
Associated,3.59,0.22,3.3699999999999997,2.55,0.54,139.62
Borosil Scienti.,355.15,61.24,293.90999999999997,242.82999999999998,31.46,
Forbes Precision,228.5,41.06,187.44,136.06,29.71,
Magenta Life,9.06,0.77,8.290000000000001,7.420000000000001,0.25,11.08
Purple Finance,4.42,11.65,-7.23,3.83,-7.61,
Le Travenues,501.25,126.78,374.47,345.74,23.4,8.27
Gem Enviro,42.5,2.41,40.09,26.730000000000004,10.02,65.84
Akme Fintrade,69.58,6.54,63.04,14.810000000000002,15.8,12.72
Dindigul Farm,81.58,3.25,78.33,69.05,5.17,131.86
Stanley Lifesty.,419.0,49.54,369.46,285.26,34.98,17.53
Jain Irrigat-DVR,,,,,,
GACM Tech-DVR,9.62,2.27,7.35,6.83,-1.22,-1.41
Karur Vysya Bank,8203.94,1461.03,6742.910000000001,1906.670000000001,1604.81,7.5
XPRO India,465.41,26.82,438.59000000000003,372.45000000000005,43.88,15.99
F A C T,5054.93,283.94,4770.990000000001,4411.51,146.17,17.01
S P I C,1943.86,68.07,1875.79,1626.33,113.06,17.5
DE Nora India,73.8,5.82,67.97999999999999,46.80999999999999,19.01,22.79
Kavveri Telecom,1.88,0.78,1.0999999999999999,1.9499999999999997,-1.34,-2.11
Andhra Sugars,1894.04,165.27,1728.77,1615.66,75.99,5.73
K C P,2846.74,136.25,2710.49,2356.18,280.44,15.42
Sundaram Finance,7267.13,832.13,6435.0,799.8100000000004,1842.36,9.21
Maithan Alloys,1728.64,45.08,1683.5600000000002,1569.14,348.96,15.02
Orissa Minerals,55.26,24.92,30.339999999999996,28.259999999999998,-10.55,-1.48
Madras Fertilize,2228.42,102.3,2126.12,2026.02,5.56,10.31
